4.70800781, -1.13152349, 1.95919740, 2.23254085, -2.43199563, -2.70720053, -2.05418730,
4.80810547, 1.31847644, -1.27480257, -2.27545881, 1.48800445, -1.04120064, 2.94381261,
4.90820312, 1.41647649, -1.37280250, -3.25545883, -1.05999565, 2.38879943, -1.56418729,
5.00830078, 1.12247646, 2.05719757, -2.27545881, -1.05999565, 1.01679933, -2.15218735,
5.10839844, -2.01352358, 1.17519736, 2.62454081, 2.07600427, -1.43320060, -2.25018740,
5.20849609, 2.39647627, 1.37119734, 2.13454080, 1.78200436, -1.33520055, -2.25018740,
5.30859375, 1.02447653, 1.37119734, 2.03654099, -1.15799558, 2.97679949, -1.46618724,
5.40869141, -1.22952342, -1.56880260, -2.27545881, 1.09600425, 1.11479938, -2.34818721,
5.50878906, 2.59247637, 1.66519749, 2.62454081, -1.15799558, -1.33520055, -2.15218735,
5.60888672, -1.03352344, 2.35119724, -2.07945895, 2.07600427, 2.09479928, 2.55181265,
5.70898438, 1.02447653, -1.47080255, -2.07945895, -1.54999566, 1.31079936, 2.15981269,
5.80908203, 1.51447654, -1.56880260, -1.39345884, 1.09600425, -1.62920046, 1.47381258,
5.90917969, -1.22952342, 2.35119724, -2.27545881, 2.27200437, 1.01679933, -2.05418730,
6.00927734, -1.52352345, 1.17519736, 2.13454080, -1.15799558, -1.23720050, -1.46618724,
6.10937500, 1.12247646, -2.05880260, -2.07945895, 1.39000440, 2.87879944, -1.07418728,
6.20947266, 10.13847637, 22.34319687, 16.54054070, 5.89800406, -14.85920048, -8.32618713,
6.30957031, 34.24647522, 46.35319901, 14.97254086, -4.29399538, 9.54279900, -5.19018698,
6.40966797, 25.23047638, 37.33719635, 27.51654053, -5.86199522, -7.60720062, -10.77618694,
6.50976562, 18.17447662, 49.97919846, 20.26454163, 3.15400457, -4.07920074, -3.52418733,
6.60986328, 23.76047516, -70.07080078, -25.01145744, -3.80399537, 11.40479851, 5.58981276,
6.70996094, 15.03847599, 33.61319733, -16.19145775, -3.50999546, -5.35320044, 4.11981249,
6.81005859, -12.69552326, 28.32119560, 20.95054054, 2.27200437, -4.37320089, 3.62981248,
6.91015625, 12.00047588, -25.28480339, -15.89745903, -4.97999525, 11.40479851, -6.07218695,
7.01025391, -28.86552238, 75.75318909, 26.43854141, -5.17599535, 6.21079922, -7.73818684,
7.11035156, 15.52847576, -69.09080505, -16.19145775, -3.31399560, -6.72520065, -4.11218691,
7.21044922, 16.50847626, 57.62319565, -46.76745987, -3.41199541, 5.13279915, 4.51181269,
7.31054688, -16.32152367, 67.22719574, 21.73454094, 3.05600429, 8.95479870, 6.76581287,
7.41064453, 16.90047646, 36.45519638, 17.52054024, 7.17200470, 6.40679884, 6.76581287,
7.51074219, -15.83152294, -43.80680084, -33.73345947, -4.19599581, 10.42479897, -5.09218693,
7.61083984, 21.31047630, -33.71279907, 36.92453766, 5.70200443, 7.09279919, 5.58981276,
7.71093750, -17.10552406, 54.29119873, 28.79054070, 6.19200420, 14.54079914, 6.56981277,
7.81103516, -17.59552383, -59.38880157, 26.14454079, -4.39199543, 11.60079861, -5.68018675,
7.91113281, -23.67152214, -49.19680023, -21.77745819, 3.74200439, -6.43120050, 5.09981298,
8.01123047, -12.30352306, 78.69319153, -12.07545853, -4.39199543, 7.77879906, -6.17018700,
8.11132812, -35.72552109, -44.59080124, 16.05054092, 6.38800430, -7.01920080, 7.25581264,
8.21142578, -18.08552361, -79.77280426, -32.55746078, 7.07400417, 13.65879917, -7.05218697,
